AddressLine1,Birth Date,Color,Commute Distance,Date First Purchase,English Description,English Education,English Occupation,English Product Name,English Promotion Category,English Promotion Name,English Promotion Type,Marital Status,Model Name,OrderDate,Product Alternate Key,Product Line,Product Subcategory Key,ProductKey,ShipDate,Size,Size Range,Size Unit Measure Code,Spanish Education,Spanish Occupation,Spanish Product Name,Spanish Promotion Category,Spanish Promotion Name,Spanish Promotion Type,Start Date,StartDate (DimPromotion),Days To Manufacture,Dealer Price,Discount Pct,DiscountAmount,ExtendedAmount,Freight,List Price,Max Qty,Min Qty,Number Cars Owned,Number Children At Home,Número de registros,OrderQuantity,ProductStandardCost,Reorder Point,Safety Stock Level,SalesAmount,SalesOrderLineNumber,Standard Cost,TaxAmt,Total Children,TotalProductCost,UnitPrice,UnitPriceDiscountPct,Weight,Yearly Income
76 Woodcrest Dr.,9/06/1964,Black,5-10 Miles,27/02/2011,"Entry level adult bike, offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.",Partial College,Professional,Road-750 Black  52,No Discount,No Discount,No Discount,M,Road-750,13/05/2013 12:00:00 a.m.,BK-R19B-52,R,2,606,20/05/2013 12:00:00 a.m.,52,48-52 CM,CM,Estudios universitarios (en curso),Profesional,Carretera: 750  negra  52,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,323.994,0.00,0,539.9900,13.4998,539.9900,,0,4,3,1,1,343.6496,75,100,539.99,1,343.6496,43.1992,2,343.6496,539.99,0,20.42,160000
619 Natalie Drive,11/11/1968,NA,0-1 Miles,1/03/2011,Self-sealing tube.,Bachelors,Skilled Manual,Mountain Tire Tube,No Discount,No Discount,No Discount,M,Mountain Tire Tube,10/09/2013 12:00:00 a.m.,TT-M928,M,37,528,17/09/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero especializado,Cubierta para cámara de montaña,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,0,0,1,1,1.8663,375,500,4.99,2,1.8663,0.3992,1,1.8663,4.99,0,,40000
619 Natalie Drive,11/11/1968,NA,0-1 Miles,1/03/2011,Includes 8 different size patches  glue and sandpaper.,Bachelors,Skilled Manual,Patch Kit/8 Patches,No Discount,No Discount,No Discount,M,Patch kit,10/09/2013 12:00:00 a.m.,PK-7098,S,37,480,17/09/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero especializado,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,1.374,0.00,0,2.2900,0.0573,2.2900,,0,0,0,1,1,0.8565,3,4,2.29,4,0.8565,0.1832,1,0.8565,2.29,0,,40000
619 Natalie Drive,11/11/1968,NA,0-1 Miles,1/03/2011,Incredible traction  lightweight carbon reinforced.,Bachelors,Skilled Manual,HL Mountain Tire,No Discount,No Discount,No Discount,M,HL Mountain Tire,10/09/2013 12:00:00 a.m.,TI-M823,M,37,537,17/09/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero especializado,Cubierta de montaña GA,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,21.000,0.00,0,35.0000,0.8750,35.0000,,0,0,0,1,1,13.0900,375,500,35,3,13.0900,2.8000,1,13.0900,35.00,0,,40000
619 Natalie Drive,11/11/1968,Silver,0-1 Miles,1/03/2011,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Bachelors,Skilled Manual,Mountain-200 Silver  42,No Discount,No Discount,No Discount,M,Mountain-200,10/09/2013 12:00:00 a.m.,BK-M68S-42,M,1,355,17/09/2013 12:00:00 a.m.,42,42-46 CM,CM,Licenciatura,Obrero especializado,Montaña: 200  plateada  42,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1391.994,0.00,0,2319.9900,57.9998,2319.9900,,0,0,0,1,1,1265.6195,75,100,2319.99,1,1265.6195,185.5992,1,1265.6195,2319.99,0,23.77,40000
5170 Isabel Dr,8/02/1974,Red,1-2 Miles,2/03/2011,Universal fit  well-vented  lightweight   snap-on visor.,Bachelors,Clerical,Sport-100 Helmet  Red,No Discount,No Discount,No Discount,M,Sport-100,10/09/2013 12:00:00 a.m.,HL-U509-R,S,31,214,17/09/2013 12:00:00 a.m.,,NA,,Licenciatura,Administrativo,Casco deportivo: 100  rojo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,20.994,0.00,0,34.9900,0.8748,34.9900,,0,0,0,1,1,13.0863,3,4,34.99,2,13.0863,2.7992,1,13.0863,34.99,0,,30000
5170 Isabel Dr,8/02/1974,Black,1-2 Miles,2/03/2011,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Bachelors,Clerical,Mountain-200 Black  38,No Discount,No Discount,No Discount,M,Mountain-200,10/09/2013 12:00:00 a.m.,BK-M68B-38,M,1,359,17/09/2013 12:00:00 a.m.,38,38-40 CM,CM,Licenciatura,Administrativo,Montaña: 200  negra  38,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1376.994,0.00,0,2294.9900,57.3748,2294.9900,,0,0,0,1,1,1251.9813,75,100,2294.99,1,1251.9813,183.5992,1,1251.9813,2294.99,0,23.35,30000
5241 St. Andrews Way,12/10/1970,NA,0-1 Miles,2/03/2011,Incredible traction  lightweight carbon reinforced.,High School,Manual,HL Mountain Tire,No Discount,No Discount,No Discount,S,HL Mountain Tire,16/09/2013 12:00:00 a.m.,TI-M823,M,37,537,23/09/2013 12:00:00 a.m.,,NA,,Educación secundaria,Obrero,Cubierta de montaña GA,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,21.000,0.00,0,35.0000,0.8750,35.0000,,0,2,2,1,1,13.0900,375,500,35,2,13.0900,2.8000,2,13.0900,35.00,0,,20000
5241 St. Andrews Way,12/10/1970,Silver,0-1 Miles,2/03/2011,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,High School,Manual,Mountain-200 Silver  38,No Discount,No Discount,No Discount,S,Mountain-200,16/09/2013 12:00:00 a.m.,BK-M68S-38,M,1,353,23/09/2013 12:00:00 a.m.,38,38-40 CM,CM,Educación secundaria,Obrero,Montaña: 200  plateada  38,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1391.994,0.00,0,2319.9900,57.9998,2319.9900,,0,2,2,1,1,1265.6195,75,100,2319.99,1,1265.6195,185.5992,2,1265.6195,2319.99,0,23.35,20000
5241 St. Andrews Way,12/10/1970,NA,0-1 Miles,2/03/2011,"Aluminum cage is lighter than our mountain version, perfect for long distance trips.",High School,Manual,Road Bottle Cage,No Discount,No Discount,No Discount,S,Road Bottle Cage,22/12/2013 12:00:00 a.m.,BC-R205,R,28,479,29/12/2013 12:00:00 a.m.,,NA,,Educación secundaria,Obrero,Portabotellas de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.394,0.00,0,8.9900,0.2248,8.9900,,0,2,2,1,1,3.3623,3,4,8.99,2,3.3623,0.7192,2,3.3623,8.99,0,,20000
5241 St. Andrews Way,12/10/1970,NA,0-1 Miles,2/03/2011,"AWC logo water bottle - holds 30 oz, leak-proof.",High School,Manual,Water Bottle - 30 oz.,No Discount,No Discount,No Discount,S,Water Bottle,22/12/2013 12:00:00 a.m.,WB-H098,S,28,477,29/12/2013 12:00:00 a.m.,,NA,,Educación secundaria,Obrero,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,2,2,1,1,1.8663,3,4,4.99,3,1.8663,0.3992,2,1.8663,4.99,0,,20000
5241 St. Andrews Way,12/10/1970,Yellow,0-1 Miles,2/03/2011,Short sleeve classic breathable jersey with superior moisture control  front zipper  and 3 back pockets.,High School,Manual,Short-Sleeve Classic Jersey  L,No Discount,No Discount,No Discount,S,Short-Sleeve Classic Jersey,22/12/2013 12:00:00 a.m.,SJ-0194-L,S,21,490,29/12/2013 12:00:00 a.m.,L,L,,Educación secundaria,Obrero,Jersey clásico de manga corta  G,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,32.394,0.00,0,53.9900,1.3498,53.9900,,0,2,2,1,1,41.5723,3,4,53.99,4,41.5723,4.3192,2,41.5723,53.99,0,,20000
5241 St. Andrews Way,12/10/1970,Blue,0-1 Miles,2/03/2011,The plush custom saddle keeps you riding all day   and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.,High School,Manual,Touring-2000 Blue  60,No Discount,No Discount,No Discount,S,Touring-2000,22/12/2013 12:00:00 a.m.,BK-T44U-60,T,3,560,29/12/2013 12:00:00 a.m.,60,60-62 CM,CM,Educación secundaria,Obrero,Paseo: 2000  azul  60,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,728.910,0.00,0,1214.8500,30.3713,1214.8500,,0,2,2,1,1,755.1508,75,100,1214.85,1,755.1508,97.1880,2,755.1508,1214.85,0,27.90,20000
5170 Isabel Dr,8/02/1974,NA,1-2 Miles,2/03/2011,High-density rubber.,Bachelors,Clerical,Touring Tire,No Discount,No Discount,No Discount,M,Touring Tire,28/12/2013 12:00:00 a.m.,TI-T723,T,37,541,4/01/2014 12:00:00 a.m.,,NA,,Licenciatura,Administrativo,Cubierta de paseo,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,17.394,0.00,0,28.9900,0.7248,28.9900,,0,0,0,1,1,10.8423,375,500,28.99,2,10.8423,2.3192,1,10.8423,28.99,0,,30000
5170 Isabel Dr,8/02/1974,Blue,1-2 Miles,2/03/2011,The plush custom saddle keeps you riding all day   and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.,Bachelors,Clerical,Touring-2000 Blue  60,No Discount,No Discount,No Discount,M,Touring-2000,28/12/2013 12:00:00 a.m.,BK-T44U-60,T,3,560,4/01/2014 12:00:00 a.m.,60,60-62 CM,CM,Licenciatura,Administrativo,Paseo: 2000  azul  60,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,728.910,0.00,0,1214.8500,30.3713,1214.8500,,0,0,0,1,1,755.1508,75,100,1214.85,1,755.1508,97.1880,1,755.1508,1214.85,0,27.90,30000
1135 W St.,19/09/1966,NA,0-1 Miles,4/03/2011,Tough aluminum cage holds bottle securly on tough terrain.,Bachelors,Manual,Mountain Bottle Cage,No Discount,No Discount,No Discount,M,Mountain Bottle Cage,1/01/2013 12:00:00 a.m.,BC-M005,M,28,478,8/01/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero,Portabotellas de montaña,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.994,0.00,0,9.9900,0.2498,9.9900,,0,0,0,1,1,3.7363,3,4,9.99,2,3.7363,0.7992,1,3.7363,9.99,0,,10000
1135 W St.,19/09/1966,NA,0-1 Miles,4/03/2011,"AWC logo water bottle - holds 30 oz, leak-proof.",Bachelors,Manual,Water Bottle - 30 oz.,No Discount,No Discount,No Discount,M,Water Bottle,1/01/2013 12:00:00 a.m.,WB-H098,S,28,477,8/01/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,0,0,1,1,1.8663,3,4,4.99,3,1.8663,0.3992,1,1.8663,4.99,0,,10000
1135 W St.,19/09/1966,Blue,0-1 Miles,4/03/2011,Universal fit  well-vented  lightweight   snap-on visor.,Bachelors,Manual,Sport-100 Helmet  Blue,No Discount,No Discount,No Discount,M,Sport-100,27/07/2013 12:00:00 a.m.,HL-U509-B,S,31,222,3/08/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero,Casco deportivo: 100  azul,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,20.994,0.00,0,34.9900,0.8748,34.9900,,0,0,0,1,1,13.0863,3,4,34.99,2,13.0863,2.7992,1,13.0863,34.99,0,,10000
1135 W St.,19/09/1966,Yellow,0-1 Miles,4/03/2011,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Bachelors,Manual,Touring-1000 Yellow  50,No Discount,No Discount,No Discount,M,Touring-1000,27/07/2013 12:00:00 a.m.,BK-T79Y-50,T,3,562,3/08/2013 12:00:00 a.m.,50,48-52 CM,CM,Licenciatura,Obrero,Paseo: 1000  amarilla  50,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1430.442,0.00,0,2384.0700,59.6018,2384.0700,,0,0,0,1,1,1481.9379,75,100,2384.07,1,1481.9379,190.7256,1,1481.9379,2384.07,0,25.42,10000
6939 Hilltop Dr.,23/04/1974,Silver,0-1 Miles,6/03/2011,Versatile 70 oz hydration pack offers extra storage  easy-fill access  and a waist belt.,Bachelors,Clerical,Hydration Pack - 70 oz.,No Discount,No Discount,No Discount,M,Hydration Pack,20/09/2013 12:00:00 a.m.,HY-1023-70,S,32,487,27/09/2013 12:00:00 a.m.,70,70,,Licenciatura,Administrativo,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,32.994,0.00,0,54.9900,1.3748,54.9900,,0,0,0,1,1,20.5663,3,4,54.99,2,20.5663,4.3992,0,20.5663,54.99,0,,40000
6939 Hilltop Dr.,23/04/1974,Black,0-1 Miles,6/03/2011,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Bachelors,Clerical,Mountain-200 Black  42,No Discount,No Discount,No Discount,M,Mountain-200,20/09/2013 12:00:00 a.m.,BK-M68B-42,M,1,361,27/09/2013 12:00:00 a.m.,42,42-46 CM,CM,Licenciatura,Administrativo,Montaña: 200  negra  42,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1376.994,0.00,0,2294.9900,57.3748,2294.9900,,0,0,0,1,1,1251.9813,75,100,2294.99,1,1251.9813,183.5992,0,1251.9813,2294.99,0,23.77,40000
3637 Pheasant Circle,2/07/1971,Black,0-1 Miles,8/03/2011,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,High School,Manual,Mountain-200 Black  38,No Discount,No Discount,No Discount,S,Mountain-200,18/09/2013 12:00:00 a.m.,BK-M68B-38,M,1,359,25/09/2013 12:00:00 a.m.,38,38-40 CM,CM,Educación secundaria,Obrero,Montaña: 200  negra  38,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1376.994,0.00,0,2294.9900,57.3748,2294.9900,,0,0,2,1,1,1251.9813,75,100,2294.99,1,1251.9813,183.5992,2,1251.9813,2294.99,0,23.35,20000
3637 Pheasant Circle,2/07/1971,Multi,0-1 Miles,8/03/2011,Unisex long-sleeve AWC logo microfiber cycling jersey,High School,Manual,Long-Sleeve Logo Jersey  L,No Discount,No Discount,No Discount,S,Long-Sleeve Logo Jersey,23/12/2013 12:00:00 a.m.,LJ-0192-L,S,21,234,30/12/2013 12:00:00 a.m.,L,L,,Educación secundaria,Obrero,Jersey con logotipo de manga larga  G,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,29.994,0.00,0,49.9900,1.2498,49.9900,,0,0,2,1,1,38.4923,3,4,49.99,2,38.4923,3.9992,2,38.4923,49.99,0,,20000
3637 Pheasant Circle,2/07/1971,Blue,0-1 Miles,8/03/2011,The plush custom saddle keeps you riding all day   and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.,High School,Manual,Touring-2000 Blue  60,No Discount,No Discount,No Discount,S,Touring-2000,23/12/2013 12:00:00 a.m.,BK-T44U-60,T,3,560,30/12/2013 12:00:00 a.m.,60,60-62 CM,CM,Educación secundaria,Obrero,Paseo: 2000  azul  60,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,728.910,0.00,0,1214.8500,30.3713,1214.8500,,0,0,2,1,1,755.1508,75,100,1214.85,1,755.1508,97.1880,2,755.1508,1214.85,0,27.90,20000
7289 Brookview Dr.,21/03/1967,NA,0-1 Miles,9/03/2011,Tough aluminum cage holds bottle securly on tough terrain.,Bachelors,Manual,Mountain Bottle Cage,No Discount,No Discount,No Discount,M,Mountain Bottle Cage,19/01/2013 12:00:00 a.m.,BC-M005,M,28,478,26/01/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero,Portabotellas de montaña,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.994,0.00,0,9.9900,0.2498,9.9900,,0,0,0,1,1,3.7363,3,4,9.99,2,3.7363,0.7992,1,3.7363,9.99,0,,10000
7289 Brookview Dr.,21/03/1967,NA,0-1 Miles,9/03/2011,"AWC logo water bottle - holds 30 oz, leak-proof.",Bachelors,Manual,Water Bottle - 30 oz.,No Discount,No Discount,No Discount,M,Water Bottle,19/01/2013 12:00:00 a.m.,WB-H098,S,28,477,26/01/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,0,0,1,1,1.8663,3,4,4.99,3,1.8663,0.3992,1,1.8663,4.99,0,,10000
7289 Brookview Dr.,21/03/1967,Yellow,0-1 Miles,9/03/2011,Short sleeve classic breathable jersey with superior moisture control  front zipper  and 3 back pockets.,Bachelors,Manual,Short-Sleeve Classic Jersey  L,No Discount,No Discount,No Discount,M,Short-Sleeve Classic Jersey,19/01/2013 12:00:00 a.m.,SJ-0194-L,S,21,490,26/01/2013 12:00:00 a.m.,L,L,,Licenciatura,Obrero,Jersey clásico de manga corta  G,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,32.394,0.00,0,53.9900,1.3498,53.9900,,0,0,0,1,1,41.5723,3,4,53.99,4,41.5723,4.3192,1,41.5723,53.99,0,,10000
7289 Brookview Dr.,21/03/1967,NA,0-1 Miles,9/03/2011,"Aluminum cage is lighter than our mountain version, perfect for long distance trips.",Bachelors,Manual,Road Bottle Cage,No Discount,No Discount,No Discount,M,Road Bottle Cage,19/07/2013 12:00:00 a.m.,BC-R205,R,28,479,26/07/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero,Portabotellas de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.394,0.00,0,8.9900,0.2248,8.9900,,0,0,0,1,1,3.3623,3,4,8.99,3,3.3623,0.7192,1,3.3623,8.99,0,,10000
7289 Brookview Dr.,21/03/1967,NA,0-1 Miles,9/03/2011,"AWC logo water bottle - holds 30 oz, leak-proof.",Bachelors,Manual,Water Bottle - 30 oz.,No Discount,No Discount,No Discount,M,Water Bottle,19/07/2013 12:00:00 a.m.,WB-H098,S,28,477,26/07/2013 12:00:00 a.m.,,NA,,Licenciatura,Obrero,,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.994,0.00,0,4.9900,0.1248,4.9900,,0,0,0,1,1,1.8663,3,4,4.99,2,1.8663,0.3992,1,1.8663,4.99,0,,10000
7289 Brookview Dr.,21/03/1967,Blue,0-1 Miles,9/03/2011,Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,Bachelors,Manual,Touring-1000 Blue  46,No Discount,No Discount,No Discount,M,Touring-1000,19/07/2013 12:00:00 a.m.,BK-T79U-46,T,3,573,26/07/2013 12:00:00 a.m.,46,42-46 CM,CM,Licenciatura,Obrero,Paseo: 1000  azul  46,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1430.442,0.00,0,2384.0700,59.6018,2384.0700,,0,0,0,1,1,1481.9379,75,100,2384.07,1,1481.9379,190.7256,1,1481.9379,2384.07,0,25.13,10000
1061 Carzino Ct,14/07/1977,NA,1-2 Miles,13/03/2011,Conventional all-purpose tube.,Partial College,Clerical,Road Tire Tube,No Discount,No Discount,No Discount,S,Road Tire Tube,19/03/2013 12:00:00 a.m.,TT-R982,R,37,529,26/03/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Cubierta para cámara de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.394,0.00,0,3.9900,0.0998,3.9900,,0,0,2,1,1,1.4923,375,500,3.99,3,1.4923,0.3192,2,1.4923,3.99,0,,40000
1061 Carzino Ct,14/07/1977,Blue,1-2 Miles,13/03/2011,Universal fit  well-vented  lightweight   snap-on visor.,Partial College,Clerical,Sport-100 Helmet  Blue,No Discount,No Discount,No Discount,S,Sport-100,19/03/2013 12:00:00 a.m.,HL-U509-B,S,31,222,26/03/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Casco deportivo: 100  azul,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,20.994,0.00,0,34.9900,0.8748,34.9900,,0,0,2,1,1,13.0863,3,4,34.99,4,13.0863,2.7992,2,13.0863,34.99,0,,40000
1061 Carzino Ct,14/07/1977,NA,1-2 Miles,13/03/2011,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Partial College,Clerical,HL Road Tire,No Discount,No Discount,No Discount,S,HL Road Tire,19/03/2013 12:00:00 a.m.,TI-R982,R,37,540,26/03/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Cubierta de carretera GA,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,19.560,0.00,0,32.6000,0.8150,32.6000,,0,0,2,1,1,12.1924,375,500,32.6,2,12.1924,2.6080,2,12.1924,32.60,0,,40000
1061 Carzino Ct,14/07/1977,Black,1-2 Miles,13/03/2011,Alluminum-alloy frame provides a light  stiff ride  whether you are racing in the velodrome or on a demanding club ride on country roads.,Partial College,Clerical,Road-250 Black  48,No Discount,No Discount,No Discount,S,Road-250,19/03/2013 12:00:00 a.m.,BK-R89B-48,R,2,376,26/03/2013 12:00:00 a.m.,48,48-52 CM,CM,Estudios universitarios (en curso),Administrativo,Carretera: 250  negra  48,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1466.010,0.00,0,2443.3500,61.0838,2443.3500,,0,0,2,1,1,1554.9479,75,100,2443.35,1,1554.9479,195.4680,2,1554.9479,2443.35,0,15.13,40000
8539 Glaze Dr.,23/05/1978,NA,1-2 Miles,13/03/2011,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,Partial College,Clerical,All-Purpose Bike Stand,No Discount,No Discount,No Discount,S,All-Purpose Bike Stand,11/04/2013 12:00:00 a.m.,ST-1401,M,27,486,18/04/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Soporte multiusos para bicicletas,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,95.400,0.00,0,159.0000,3.9750,159.0000,,0,0,2,1,1,59.4660,3,4,159,4,59.4660,12.7200,2,59.4660,159.00,0,,40000
8539 Glaze Dr.,23/05/1978,NA,1-2 Miles,13/03/2011,Conventional all-purpose tube.,Partial College,Clerical,Road Tire Tube,No Discount,No Discount,No Discount,S,Road Tire Tube,11/04/2013 12:00:00 a.m.,TT-R982,R,37,529,18/04/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Cubierta para cámara de carretera,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,2.394,0.00,0,3.9900,0.0998,3.9900,,0,0,2,1,1,1.4923,375,500,3.99,2,1.4923,0.3192,2,1.4923,3.99,0,,40000
8539 Glaze Dr.,23/05/1978,NA,1-2 Miles,13/03/2011,Lightweight carbon reinforced  for an unrivaled ride at an un-compromised weight.,Partial College,Clerical,HL Road Tire,No Discount,No Discount,No Discount,S,HL Road Tire,11/04/2013 12:00:00 a.m.,TI-R982,R,37,540,18/04/2013 12:00:00 a.m.,,NA,,Estudios universitarios (en curso),Administrativo,Cubierta de carretera GA,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,19.560,0.00,0,32.6000,0.8150,32.6000,,0,0,2,1,1,12.1924,375,500,32.6,3,12.1924,2.6080,2,12.1924,32.60,0,,40000
8539 Glaze Dr.,23/05/1978,Red,1-2 Miles,13/03/2011,Alluminum-alloy frame provides a light  stiff ride  whether you are racing in the velodrome or on a demanding club ride on country roads.,Partial College,Clerical,Road-250 Red  58,No Discount,No Discount,No Discount,S,Road-250,11/04/2013 12:00:00 a.m.,BK-R89R-58,R,2,372,18/04/2013 12:00:00 a.m.,58,54-58 CM,CM,Estudios universitarios (en curso),Administrativo,Carretera: 250  roja  58,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,4,1466.010,0.00,0,2443.3500,61.0838,2443.3500,,0,0,2,1,1,1554.9479,75,100,2443.35,1,1554.9479,195.4680,2,1554.9479,2443.35,0,15.79,40000
4185 Keywood Ct.,8/03/1966,NA,5-10 Miles,17/03/2011,Tough aluminum cage holds bottle securly on tough terrain.,High School,Professional,Mountain Bottle Cage,No Discount,No Discount,No Discount,M,Mountain Bottle Cage,8/02/2013 12:00:00 a.m.,BC-M005,M,28,478,15/02/2013 12:00:00 a.m.,,NA,,Educación secundaria,Profesional,Portabotellas de montaña,Sin descuento,Sin descuento,Sin descuento,1/07/2013 12:00:00 a.m.,29/11/2010 12:00:00 a.m.,0,5.994,0.00,0,9.9900,0.2498,9.9900,,0,2,4,1,1,3.7363,3,4,9.99,2,3.7363,0.7992,3,3.7363,9.99,0,,170000
